addr_of_building_in_chn,addr_of_building_in_eng,name_of_ocomm_in_chn,name_of_ocomm_in_eng
新界離島區海澄湖畔二段愉景灣Block 2,"BLOCK 2, DISCOVERY BAY, ISLANDS, NEW TERRITORIES",海澄湖畔二段B村業主委員會,SIENA TWO B VILLAGE OWNERS' COMMITTEE
新界離島區海澄湖畔一段愉景灣海澄閣,"Crestline Mansion, SIENA ONE, DISCOVERY BAY, ISLANDS, NEW TERRITORIES",海澄湖畔一段村業主委員會,SIENA ONE VILLAGE OWNERS' COMMITTEE
新界屯門區景秀里8號御半山第1A座,"TOWER 1A, Mount Regency, 8 KING SAU LANE, TUEN MUN, NEW TERRITORIES",御半山業主委員會,MOUNT REGENCY OWNERS' COMMITTEE
九龍九龍城區嘉道理道111-133號Kadooria,"Kadooria, NO.111-133, KADOORIE AVENUE, KOWLOON CITY, KOWLOON",Kadooria業主委員會,THE OWNERS' COMMITTEE OF KADOORIA
香港島南區惠福道9號深灣9號MARINELLA第1座,"BLOCK 1, MARINELLA, NO.9, WELFARE ROAD, SOUTHERN, HONG KONG",深灣9號業主委員會,MARINELLA OWNERS' COMMITTEE
香港島東區北角城市花園道32號維港頌第1座,"TOWER 1, HARBOUR GLORY, NO. 32, CITY GARDEN ROAD, NORTH POINT, EASTERN, HONG KONG",維港頌業主委員會,HARBOUR GLORY OWNERS' COMMITTEE
香港島南區淺水灣道117號,"Grosvenor Place, NO.117, REPULSE BAY ROAD, SOUTHERN, HONG KONG",GROSVENOR PLACE業主委員會,GROSVENOR PLACE OWNERS' COMMITTEE
新界元朗區媽橫路1號朗城滙,"Sol City, NO.1, MA WANG ROAD, YUEN LONG, NEW TERRITORIES",朗城滙業主委員會,OWNERS' COMMITTEE OF SOL CITY
九龍九龍城區KIL 11244鶴園街8號煥然懿居第一座,"1, eResidence, NO.8, HOK YUEN STREET, KIL 11244, KOWLOON CITY, KOWLOON",煥然懿居業主委員會,ERESIDENCE OWNERS' COMMITTEE
香港南區香葉道2號,"NO.2, HEUNG YIP ROAD, SOUTHERN, HONG KONG",ONE ISLAND SOUTH業主委員會,ONE ISLAND SOUTH OWNER'S COMMITTEE
新界離島區堤畔徑  3號愉景灣意堤5座,"BLOCK 5, Poggibonsi, NO.3, BAYSIDE DRIVE  , DISCOVERY BAY, ISLANDS, NEW TERRITORIES",意堤業主委員會,POGGIBONSI OWNERS' COMMITTEE
新界屯門區業旺路1號弦海,"The Esplanade, YIP WONG ROAD, TUEN MUN, NEW TERRITORIES",弦海業主委員會,THE ESPLANADE OWNERS' COMMITTEE
新界離島區海澄湖畔二段愉景灣Block 8,"Block 8, SIENA TWO, DISCOVERY BAY, ISLANDS, NEW TERRITORIES",海澄湖畔二段A業主委員會,SIENA TWO A OWNERS' COMMITTEE
香港島中西區永吉街9-17號永亨保險大廈,"WING HANG INSURANCE BUILDING, NO.9-17, WING KUT STREET, CENTRAL AND WESTERN, HONG KONG",永亨保險大廈業主委員會,WING HANG INSURANCE BUILDING OWNER'S COMMITTEE
新界北區和興路36號明謙居AB 座,"BLOCK AB, BLOCK AB, NO.36, WO HING ROAD, REGALIA VILLA, NORTH, NEW TERRITORIES",明謙居業主委員會,REGALIA VILLA (OWNERS) MANAGEMENT COMMITTEE ASSOCIATION
新界屯門區大欖青山公路大欖段168號The Carmel,"The Carmel, NO.168, TUEN MUN, NEW TERRITORIES",The Carmel 業主委員會,THE CARMEL OWNERS' COMMITTEE
新界北區青山公路古洞段88號高爾夫御苑,"Eden Manor, NO.88, NORTH, NEW TERRITORIES",高爾夫．御苑業主委員會,OWNERS' COMMITTEE OF EDEN MANOR
香港島灣仔區山村道6號明麗閣,"Ming Lai Court, NO.6, VILLAGE ROAD, WAN CHAI, HONG KONG",明麗閣業主委員會,THE OWNERS COMMITTEE OF MING LAI COURT
九龍油尖旺區埃華街8號奧朗．御峄,"Park Ivy, NO.8, IVY STREET, YAU TSIM MONG, KOWLOON",奧朗．御峯業主委員會,OWNER'S COMMITTEE OF PARK IVY
香港島中西區西邊街38號明德山,"KING'S HILL, NO.38, WESTERN STREET, CENTRAL AND WESTERN, HONG KONG",明德山業主委員會,KING'S HILL OWNERS' COMMITTEE
新界元朗區十八鄉路33號尚悅．方,"NO.33, SHAP PAT HEUNG ROAD, PARK REACH , YUEN LONG, NEW TERRITORIES",尚悅．方業主委員會,PARK REACH OWNERS' COMMITTEE
新界荃灣區楊屋道88號映日灣第二座,"TOWER 2, The Aurora, NO.88, YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",映日灣業主委員會,OWNER'S COMMITTEE OF THE AURORA
新界元朗區錦田北高埔徑  3號山水盈,"NO.NO.3, KO PO PATH, KAM TIN NORTH, CRESCENT GREEN , YUEN LONG, NEW TERRITORIES",山水盈業主委員會,CRESCENT GREEN OWNERS' COMMITTEE
新界北區和豐街28號囍逸,"NO.28, WO FUNG STREET, Commune Modern, NORTH, NEW TERRITORIES",囍逸業主委員會,COMMUNE MODERN OWNERS COMMITTEE
九龍九龍城區崇安街23號環海 東岸,"UPPER EAST, NO.23, SUNG ON STREET, KOWLOON CITY, KOWLOON",環海東岸業主委員會,
新界北區粉嶺聯興街39號瓏山1號,"Mount One, 39 LUEN HING STREET, NORTH, NEW TERRITORIES",瓏山1號業主委員會,MOUNT ONE OWNERS' COMMITTEE
香港島中西區IL9003第一街8號縉城峰第二座,"Island Crest Tower 2, NO.8, FIRST STREET, 9003, IL, ISLAND CREST, CENTRAL AND WESTERN, HONG KONG",縉城峰業主委員會,ISLAND CREST OWNERS' COMMITTEE
新界荃灣區海壩街122號荃立坊,"THE CUBE, NO.122, HOI PA STREET, TSUEN WAN, NEW TERRITORIES",荃立坊業主委員會,
九龍深水埗區通州街256號,"West Park, NO.256, TUNG CHAU STREET, SHAM SHUI PO, KOWLOON",WEST PARK 業主委員會,THE OWNERS ' COMMITTEE OF WEST PARK
新界屯門區掃管笏路88號NAPANAPA,"NAPA, NO.88, TUEN MUN, NEW TERRITORIES",NAPA業主委員會,OWNERS' COMMITTEE OF NAPA
新界屯門區 掃管笏路99號上源,"LE PONT, NO.99, TUEN MUN, NEW TERRITORIES",上源業主委員會,OWNERS' COMMITTEE OF LE PONT
新界元朗區屏廈路65號屏欣苑  屏愛閣 (A座),"Ping Oi House (Block A), NO.65, PING HA ROAD, PING YAN COURT , YUEN LONG, NEW TERRITORIES",屏欣苑業主委員會,PING YAN COURT OWNERS' COMMITTEE
香港島東區西灣河西灣河街9號逸瑆,"MONTI, NO. 9, SAI WAN HO STREET, SAI WAN HO , EASTERN, HONG KONG",逸瑆業主委員會,MONTI OWNERS' COMMITTEE
香港島南區黃竹坑道53號英基工業中心,"Sungib Industrial Centre, NO.53, WONG CHUK HANG ROAD, SOUTHERN, HONG KONG",英基工業中心業主委員會,SUNGIB INDUSTRIAL CENTRE OWNERS' COMMITTEE
新界屯門區啟發徑8號城點,"coo residence, NO.8, KAI FAT PATH, TUEN MUN, NEW TERRITORIES",城．點業主委員會,COO RESIDENCE OWNERS' COMMITTEE
新界大埔區科研路 7號 朗濤 H1座,"BLOCK H1, NO.7, FO YIN ROAD, ONTOLO, TAI PO, NEW TERRITORIES",朗濤業主委員會,ONTOLO OWNERS' COMMITTEE
新界大埔區創新路 18號海日灣II  第12座,"TOWER 12, NO.18, CHONG SAN ROAD, CENTRA HORIZON, TAI PO, NEW TERRITORIES",海日灣2期業主委員會,THE CENTRA HORIZON OWNERS' COMMITTEE
新界大埔區科進路12號雲匯 三座,"TOWER 3, NO.12, FO CHUN ROAD, ST MARTIN, TAI PO, NEW TERRITORIES",雲匯業主委員會,ST. MARTIN OWNERS' COMMITTEE
新界沙田區耀沙路9號雲海 香海臺第一座,"TOWER 1 SANDALWOOD COURT, NO.9, YIU SHA ROAD, ST. BARTHS, SHA TIN, NEW TERRITORIES",雲海業主委員會,THE OWNERS COMMITTEE OF ST. BARTHS
新界大埔區山塘路8號 天鑽 第1座,"TOWER 1, THE REGENT, NO.8, SHAN TONG ROAD, TAI PO, NEW TERRITORIES",天鑽業主委員會,THE REGENT OWNERS COMMITTEE
香港島中西區IL689般咸道11號雍慧閣,"Bon-Point, NO.11, BONHAM ROAD, 689, IL, CENTRAL AND WESTERN, HONG KONG",雍慧閣業主委員會,BON POINT OWNERS' COMMITTEE
九龍深水埗區九龍道1號一號九龍道,"Madison Park, NO.1, KOWLOON ROAD, SHAM SHUI PO, KOWLOON",一號九龍道業主委員會,MADISON PARK OWNERS’ COMMITTEE
香港島東區望隆街2號銀河廣場,"GALAXY PLAZA, NO.2, MONG LUNG STREET, EASTERN, HONG KONG",銀河廣場業主委員會,GALAXY PLAZA OWNERS' COMMITTEE
香港島中西區北街12號采逸軒,"LA MAISON DU NORD, NO.12, NORTH STREET, CENTRAL AND WESTERN, HONG KONG",采逸軒業主委員會,LA MAISON DU NORD OWNERS' COMMITTEE
香港島中西區德輔道西88號普頓臺,"Princeton Tower, NO.88, DES VOEUX ROAD WEST, CENTRAL AND WESTERN, HONG KONG",普頓臺業主委員會,PRINCETON TOWER OWNERS' COMMITTEE
新界荃灣區青龍頭青山公路青龍頭段18A號 海雲軒1座,"Tower 1, Anglers' Bay, 18A CASTLE PEAK ROAD TSING LUNG TAU , TSUEN WAN, NEW TERRITORIES",海雲軒業主委員會,OWNERS' COMMITTEE OF ANGLERS' BAY
香港島中西區石山街11號,"LEXINGTON HILL, NO.11, ROCK HILL STREET, CENTRAL AND WESTERN, HONG KONG",,OWNERS' COMMITTEE OF LEXINGTON HILL
香港島中西區西摩道2號高雲臺,"Goldwin Heights, NO.2, SEYMOUR ROAD, CENTRAL AND WESTERN, HONG KONG",高雲臺業主委員會,GOLDWIN HEIGHTS OWNERS' COMMITTEE
九龍九龍城區亞皆老街204號君柏第一座,"TOWER 1, The Zumurud, NO.204, ARGYLE STREET, KOWLOON CITY, KOWLOON",君柏業主委員會,THE ZUMURUD OWNERS' COMMITTEE
新界北區孔嶺村103號秀境臺A 座,"BLOCK A, BLOCK A, NO.103, HUNG LENG, REGENCY COURT, NORTH, NEW TERRITORIES",秀境臺,REGENCY COURT
新界沙田區落禾沙里1號峻源第1座,"TOWER 1, NO.1, LOK WO SHA LANE, THE ENTRANCE, SHA TIN, NEW TERRITORIES",峻源業主委員會,THE OWNERS' COMMITTEE OF THE ENTRANCE
九龍九龍城區 沐寧街1號 天寰天海匯1座,"OCEAN WAVES TOWER 1, NO.1, MUK NING STREET, VICTORIA SKYE, KOWLOON CITY, KOWLOON",天寰業主委員會,OWNERS' COMMITTEE OF VICTORIA SKYE
新界沙田區石門安耀街5號W LUXE,"W LUXE, SHA TIN, NEW TERRITORIES",W LUXE業主委員會,W LUXE OWNERS' COMMITTEE
香港島灣仔區星街9號星域軒第一座,"Starcrest Tower 1, NO.9, STAR STREET, STARCREST, WAN CHAI, HONG KONG",星域軒業主委員會,THE OWNERS' COMMITTEE OF STARCREST
香港島南區香島道46號1號,"BLOCK 1, BLOCK 1, NO.46, ISLAND ROAD, DOUBLE BAY, SOUTHERN, HONG KONG",DOUBLE BAY業主委員會,DOUBLE BAY OWNERS' COMMITTEE
新界元朗區牛潭尾路1號御葡萄 16號屋,"House No.16, NO.NO.1, NGAU TAM MEI ROAD, LA MAISON VINEYARD, YUEN LONG, NEW TERRITORIES",御葡萄業主委員會,OWNER'S COMMITTEE OF LA MAISON VINEYARD
新界北區清曉路16號顯峯,"GLORIOUS PEAK, NO.16, CHING HIU ROAD, NORTH, NEW TERRITORIES",顯峯業主委員會,GLORIOUS PEAK OWNERS' COMMITTEE
新界元朗區十八鄉路99號瑧頤,"Atrium House, NO.99, SHAP PAT HEUNG ROAD, YUEN LONG, NEW TERRITORIES",瑧頤業主委員會,ATRIUM HOUSE OWNERS' COMMITTEE
香港灣仔區雲地利道1-5號雲暉大廈A座,"BLOCK A, WINFIELD BUILDING, NO.1-5, VENTRIS ROAD, WAN CHAI, HONG KONG",雲暉大廈業主委員會,THE OWNERS' COMMITTEE OF WINFIELD BUILDING
新界西貢區康城路一號  日出康城 第6期LP6第1座第1座,"TOWER 1, Tower 1 LP6, PHASE 6, LOHAS PARK , 1 LOHAS PARK ROAD , SAI KUNG, NEW TERRITORIES",LP6業主附屬委員會,LP6 OWNERS SUB-COMMITTEE
九龍深水埗區福榮街201號The Campton,"The Campton, NO.201, FUK WING STREET, SHAM SHUI PO, KOWLOON",The Campton業主委員會,THE CAMPTON OWNERS’ COMMITTEE
新界西貢區 石角路8號 峻瀅第1座,"TOWER 1, NO.8, SHEK KOK ROAD, THE BEAUMOUNT, SAI KUNG, NEW TERRITORIES",峻瀅業主委員會,ESTATE OWNERS’ COMMITTEE OF THE BEAUMOUNT
新界元朗區濕地公園路 9號WETLAND SEASONS PARK I 期 第6座,"TOWER 6, NO.9, WETLAND PARK ROAD , WETLAND SEASONS PARK PHASE I, YUEN LONG, NEW TERRITORIES",WETLAND SEASONS PARK 業主委員會,THE OWNERS' COMMITTEE OF WETLAND SEASONS PARK
新界屯門區青山公路 - 青山灣段116號南岸,"NO.116, CASTLE PEAK ROAD - CASTLE PEAK BAY, SOUTH CREST, TUEN MUN, NEW TERRITORIES",南岸業主委員會,THE OWNER'S COMMITTEE OF SOUTH CREST
"新界屯門區青盈路 18,28,29號滿名山 山庭洋房2","THE HIGHLAND HOUSE 2, NO.18,28,29, TSING YING ROAD, THE BLOOMSWAY , TUEN MUN, NEW TERRITORIES",滿名山業主委員會,THE OWNERS' COMMITTEE OF THE BLOOMSWAY
香港島東區北角渣華道133號海璇第1座,"BLOCK 1, VICTORIA HARBOUR, NO. 133 JAVA ROAD, NORTH POINT, EASTERN, HONG KONG",海璇業主委員會,VICTORIA HARBOUR OWNERS' COMMITTEE
新界北區金錢南路8號御林皇府牛津徑 1 座,"Oxford Lane Block 1, NO.8, KAM TSIN NAM ROAD, THE ROYAL OAKS, NORTH, NEW TERRITORIES",御林皇府業主委員會,THE OWNERS' COMMITTEE OF THE ROYAL OAKS
九龍深水埗區元州街71-73號富雅閣,"Full Art Court, NO.71-73, UN CHAU STREET, SHAM SHUI PO, KOWLOON",富雅閣業主委員會,FULL ART COURT OWNERS' COMMITTEE
新界大埔區195寶湖道1號富．盈門,"THE GOLDEN GATE, NO.1, PLOVER COVE ROAD, 195, TAI PO, NEW TERRITORIES",富．盈門業主委員會,THE GOLDEN GATE OWNERS' COMMITTEE
九龍深水埗區海壇街傲凱,"Astoria Crest, NO.229-231, HAI TAN STREET, SHAM SHUI PO, KOWLOON",傲凱業主委員會,ASTORIA CREST OWNERS' COMMITTEE
九龍深水埗區青山道465-471號聯邦閣聯邦地下街商場,"FEDERAL ARCADE, NO.465-471, CASTLE PEAK ROAD, FEDERAL MANSION, SHAM SHUI PO, KOWLOON",聯邦地下街商場業主委員會,THE OWNERS COMMITTEE OF FEDERAL ARCADE
新界北區上水古洞金翠路38號 St. Andrews Place H15,"H15, St. Andrews Place,  NO.38 KAM CHUI ROAD SHEUNG SHUI, NORTH, NEW TERRITORIES",St. Andrews Place業主委員會,THE OWNERS' COMMITTEE OF ST. ANDREWS PLACE
新界西貢區康城路一號   SEA TO SKY SEA TO SKY第3座第三座,"TOWER 3, TOWER 3 SEA TO SKY, SEA TO SKY, 1 LOHAS PARK ROAD , SAI KUNG, NEW TERRITORIES",SEA TO SKY業主附屬委員會,SEA TO SKY OWNERS' SUB-COMMITTEE
新界西貢區康城路一號   MONTARA  第二座,"TOWER 2, 1 LOHAS PARK ROAD , MONTARA, SAI KUNG, NEW TERRITORIES",日出康城第7期業主附屬委員會,OWNERS SUB-COMMITTEE OF PHASE VII OF LOHAS PARK
新界西貢區康城路一號  MARINI MARINI第3座第三座,"TOWER 3, TOWER 3 MARINI, MARINI, 1 LOHAS PARK ROAD , SAI KUNG, NEW TERRITORIES",MARINI業主附屬委員會,MARINI OWNERS SUB-COMMITTEE
香港島中西區西邊街15號西邊街15號,"FIFTEEN WESTERN STREET, NO.15, WESTERN STREET, CENTRAL AND WESTERN, HONG KONG",西邊街15號業主委員會,FIFTEEN WESTERN STREET OWNERS' COMMITTEE
新界荃灣區西樓角路138-168號荃豐中心,"Tsuen Fung Centre, NO.138-168, SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",Tsuen Fung Centre Owners Committee,荃豐中心業主委員會
九龍九龍城區紅鸞道 7號維港‧星岸1號屋,"HOUSE NO. 1, NO.7, HUNG LUEN ROAD, STARS BY THE HARBOUR, KOWLOON CITY, KOWLOON",維港‧星岸業主委員會,STARS BY THE HARBOUR OWNERS' COMMITTEE
香港島灣仔區聶歌信山道8號,"MOUNT NICHOLSON, NO.8, WAN CHAI, HONG KONG",聶歌信山道8號業主委員會,THE OWNERS' COMMITTEE OF MOUNT NICHOLSON
新界北區古洞坑頭 194A號雍翠苑 BLOCK 1,"BLOCK 1, Serenity Gardens, NO.194A, HANG TAU KWU TUNG , NORTH, NEW TERRITORIES",雍翠苑業主委員會,THE OWNERS' COMMITTEE OF SERENITY GARDENS
新界大埔區科研路 1號 逸瓏灣8 會所,"Club House, NO.1, FO YIN ROAD, MAYFAIR 8, TAI PO, NEW TERRITORIES",逸瓏灣8業主委員會,MAYFAIR BY THE SEA 8 OWNER'S COMMITTEE
新界屯門區管翠路 8號恆大．珺瓏灣1座,"BLOCK 1, NO.8, KWUN CHUI ROAD, EMERALD BAY, TUEN MUN, NEW TERRITORIES",緹岸業主委員會,OCEAN CAMINO OWNERS' COMMITTEE
香港島灣仔區灣仔道1號壹環,"ONE WANCHAI, NO.1, WAN CHAI ROAD, WAN CHAI, HONG KONG",壹環業主委員會,THE OWNERS' COMMITTEE OF ONE WANCHAI
新界屯門區Hoi Wong Road 23號Phase 2御海灣Block 1,"BLOCK 1, PHASE 2, Regency Bay, NO.23, 海皇路, TUEN MUN, NEW TERRITORIES",御海灣業主委員會,OWNERS' COMMITTEE OF REGENCY BAY
香港島中西區第三街88號星鑽,"THE NOVA, NO.88, THIRD STREET, CENTRAL AND WESTERN, HONG KONG",星鑽業主委員會,THE OWNERS' COMMITTEE OF THE NOVA
香港島灣仔區IL4959山光道20號紀雲峰,"The Altitude, NO.20, SHAN KWONG ROAD, 4959, IL, WAN CHAI, HONG KONG",紀雲峰業主委員會,THE OWNERS' COMMITTEE OF THE ALTITUDE
香港島東區筲箕灣筲箕灣道393號 形薈2座,"Block 2, Lime Gala, NO.393 SHAU KEI WAN ROAD, SHAU KEI WAN, EASTERN, HONG KONG",形薈業主委員會,LIME GALA OWNERS' COMMITTEE
香港島灣仔區萬茂臺1號桂濤苑,"SUNCREST TOWER, NO.1, MONMOUTH TERRACE, WAN CHAI, HONG KONG",桂濤苑業主委員會,THE OWNERS' COMMITTEE OF SUNCREST TOWER
香港島灣仔區羅素街8號,"8 RUSSELL STREET, NO.8, RUSSELL STREET, WAN CHAI, HONG KONG",羅素街8號業主委員會,THE OWNERS' COMMITTEE OF NO.8 RUSSELL STREET
香港島中西區干德道62G號帝豪閣A座,"BLOCK A, BLOCK A, NO.62G, CONDUIT ROAD, IMPERIAL COURT, CENTRAL AND WESTERN, HONG KONG",帝豪閣業主委員會,OWNERS' COMMITTEE OF IMPERIAL COURT
新界元朗區鳳攸街北5號及鳯翔5號偉發大廈,"WAI FAT BUILDING, NO.5, FUNG YAU STREET NORTH, YUEN LONG, NEW TERRITORIES",偉發大廈業主委員會,WAI FAT BUILDING OWNERS' COMMITTEE
新界屯門區青山公路 - 青山灣段8號帝御,"The Royale, NO.8, CASTLE PEAK ROAD - CASTLE PEAK BAY, TUEN MUN, NEW TERRITORIES",帝御業主委員會,OWNERS' COMMITTEE OF THE ROYALE
"新界北區新圍村153 156號松苑第3,3A座","BLOCK 3,3A, NO.153 156, SAN WAI TSUEN, PINE VILLA, NORTH, NEW TERRITORIES",松苑業主委員會,PINE VILLA OWNERS COMMITTEE
九龍觀塘區 鯉魚門徑1號海傲灣,"One East Coast, NO.1, KWUN TONG, KOWLOON",海傲灣業主委員會,ONE EAST COAST OWNERS' COMMITTEE
九龍油尖旺區漆咸道南45-51號其士大廈,"Chevalier House, NO.45-51, CHATHAM ROAD SOUTH, YAU TSIM MONG, KOWLOON",尖東堡業主委員會,
新界西貢區石角路1號 海茵莊園 海茵莊園第1座,"Tower 1 MANOR HILL , MANOR HILL , NO.1 SHEK KOK ROAD, SAI KUNG, NEW TERRITORIES",海茵莊園業主委員會,OWNERS' COMMITTEE OF MANOR HILL
九龍九龍城區窩打老道74號瑧樺,"Timber House, NO.NO.74, WATERLOO ROAD, KOWLOON CITY, KOWLOON",,TIMBER HOUSE OWNERS' COMMITTEE
新界元朗區合益路17-53號合益中心,"Hop Yick Centre, NO.17-53, HOP YICK ROAD, YUEN LONG, NEW TERRITORIES",合益中心業主委員會,HOP YICK CENTRE OWNERS' COMMITTEE
新界元朗區濕地公園路 1號WETLAND SEASONS BAY 3期  洋房6號,"HOUSE 6, NO.1, WETLAND PARK ROAD , WETLAND SEASONS BAY PHASE III  , YUEN LONG, NEW TERRITORIES",WETLAND SEASONS BAY業主委員會,THE OWNERS' COMMITTEE OF WETLAND SEASONS BAY
九龍深水埗區荔枝角道888號南商金融創新中心,"NCB INNOVATION CENTRE, NO.888, LAI CHI KOK ROAD, SHAM SHUI PO, KOWLOON",南商金融創新中心業主委員會,THE OWNERS' COMMITTEE OF NCB INNOVATION CENTRE
新界沙田區耀沙路8號SILVERSANDS 第1座,"TOWER 1, NO.8, YIU SHA ROAD, SILVERSANDS, SHA TIN, NEW TERRITORIES",,OWNERS' COMMITTEE OF SILVERSANDS
九龍油尖旺區棉登徑8號凱譽,"Harbour Pinnacle, NO.8, MINDEN AVENUE, YAU TSIM MONG, KOWLOON",凱譽業主委員會,OWNERS' COMMITTEE OF HARBOUR PINNACLE
新界元朗區唐人新村路108-116號柏巒及柏逸,"Park Villa & Park Hillcrest, NO.108-116, TONG YAN SAN TSUEN ROAD,, YUEN LONG, NEW TERRITORIES",柏巒及柏逸業主委員會,PARK VILLA & PARK HILLCREST OWNERS' COMMITTEE
新界沙田區耀沙路11號泓碧第1座,"TOWER 1, NO.11, YIU SHA ROAD, ALTISSIMO, SHA TIN, NEW TERRITORIES",泓碧業主委員會,ALTISSIMO OWNERS' COMMITTEE
新界屯門區青發里 8號小欖琨崙,"Jade Grove, NO.8, TSING FAT LANE , SIU LAM, TUEN MUN, NEW TERRITORIES",琨崙業主委員會,JADE GROVE OWNERS' COMMITTEE
香港島南區香葉道11號晉環,"SOUTHLAND, NO.11, HEUNG YIP ROAD, SOUTHERN, HONG KONG",晉環分業主委員會,SOUTHLAND SUB-OWNER COMMITTEE
新界元朗區朗樂路 1號B期The Yoho Hub 1座,"BLOCK 1, PHASE B, NO.1,  LONG LOK ROAD, THE YOHO HUB, YUEN LONG, NEW TERRITORIES",The YOHO Hub 業主委員會,THE YOHO HUB OWNERS' COMMITTEE
新界沙田區大埔公路7838號薈蕎,"THE MET. ACAPPELLA, NO.7838, TAI PO ROAD, SHA TIN, NEW TERRITORIES",薈蕎業主委員會,THE MET. ACAPPELLA OWNERS' COMMITTEE
新界屯門區 掃管笏路 108號OMA OMA 1A座,"Tower 1A, NO.108, SO KWUN WAT ROAD , OMA OMA, TUEN MUN, NEW TERRITORIES",OMA OMA業主委員會,THE OWNERS' COMMITTEE OF OMA OMA
新界屯門區青山公路　－　大欖段 166號OMA by the Sea第1座,"TOWER 1, OMA by the Sea, TUEN MUN, NEW TERRITORIES",OMA by the Sea 業主委員會,THE OWNERS' COMMITTEE OF OMA BY THE SEA
新界屯門區湖安街8-8號䨇寓,"2gether, NO.8-8, TUEN MUN, NEW TERRITORIES",䨇寓業主委員會,2GETHER OWNERS' COMMITTEE
新界西貢區康城路一號  LP10LP10第1座第一座,"TOWER 1, TOWER 1 LP10, 1 LOHAS PARK ROAD , SAI KUNG, NEW TERRITORIES",LP10業主附屬委員會,LP10 OWNERS SUB-COMMITTEE
"新界沙田區No. 18 CHE KUNG MIU ROAD, TAI WAI, NEW TERRITORIES柏傲莊 (第七座)第七座","TOWER 7, THE PAVILIA FARM (TOWER 7), SHA TIN, NEW TERRITORIES",柏傲莊業主委員會,THE PAVILIA FARM OWNERS COMMITTEE
九龍深水埗區順寧道83號尚都,"The Ascent, NO.83, SHUN NING ROAD, SHAM SHUI PO, KOWLOON",尚都業主委員會,THE ASCENT OWNERS' COMMITTEE
九龍深水埗區通州街208號海柏匯,"Harbour Park , NO.208, TUNG CHAU STREET, SHAM SHUI PO, KOWLOON",海柏匯業主委員會,THE OWNERS' COMMITTEE OF HARBOUR PARK
九龍深水埗區 荔盈街6號 維港滙 第1期第1座,"Phase 1 Tower 1, NO.6, LAI YING STREET, GRAND VICTORIA , SHAM SHUI PO, KOWLOON",維港滙業主委員會,GRAND VICTORIA OWNERS’ COMMITTEE
新界屯門區欣寶路8號第1A期NOVO LANDElverum1座,"TOWER 1 ELVERUM, PHASE 1A, NO.8, TUEN MUN, NEW TERRITORIES",NOVO LAND業主委員會,NOVO LAND OWNERS’ COMMITTEE
新界屯門區新合里3號匯賢一號。雋峰,"One Vista Summit, NO.3, SAN HOP LANE, TUEN MUN, NEW TERRITORIES",匯賢一號‧雋峰副業主委員會,OWNERS' SUB-COMMITTEE WITH PMC OF ONE VISTA SUMMIT
新界荃灣區永順街51號柏傲灣1A座,"Tower 1A, Pavilia Bay, NO.51, WING SHUN STREET, TSUEN WAN, NEW TERRITORIES",柏傲灣業主委員會,THE PAVILIA BAY OWNERS COMMITTEE
新界西貢區清水灣道663號傲瀧,"MOUNT PAVILIA, NO.663, CLEAR WATER BAY ROAD, SAI KUNG, NEW TERRITORIES",傲瀧業主委員會,MOUNT PAVILIA OWNERS' COMMITTEE
九龍油尖旺區山東街32B號ONE SOHO,"ONE SOHO, NO.32B, SHAN TUNG STREET, YAU TSIM MONG, KOWLOON",ONE SOHO 業主委員會,OWNERS' COMMITTEE OF ONE SOHO
九龍觀塘區高嶺道3號KoKo Hills第3座,"BLOCK 3, KoKo Hills, NO.3, KWUN TONG, KOWLOON",夏利文物業管厘有限公司,HARRIMAN MANAGEMENT LIMITED
九龍九龍城區沐泰街  10-10號Monaco OneMonaco One,"Monaco One, NO.10-10, MUK TAI STREET , KOWLOON CITY, KOWLOON",Monaco One Owners' Committee,MONACO ONE OWNERS' COMMITTEE
九龍深水埗區發祥街西5號凱德苑,"Hoi Tak Court, NO.5, FAT TSEUNG STREET WEST, SHAM SHUI PO, KOWLOON",凱德苑業主委員會,
九龍九龍城區自由道11號,"VAU Residence, NO.11, LIBERTY AVENUE, KOWLOON CITY, KOWLOON",,VAU RESIDENCE
九龍九龍城區沐泰街  12號,"Monaco, NO.12, MUK TAI STREET , KOWLOON CITY, KOWLOON",,OWNERS' COMMITTEE OF MONACO
九龍油尖旺區通州街111號雲之端,"The Cloud, NO.111, TUNG CHAU STREET, YAU TSIM MONG, KOWLOON",雲之端業主委員會,
九龍油尖旺區橡樹街87號利.晴灣23,"L．LIVING 23, NO.87, OAK STREET, YAU TSIM MONG, KOWLOON",利。晴灣23業主委員會,L. LIVING 23 OCOMM
九龍九龍城區差館里12號家維邨家榮樓,"KA WING LAU, KA WAI CHUEN, NO.12, STATION LANE, KOWLOON CITY, KOWLOON",家維邨業主委員會,
香港南區香葉道11號揚海,"LA MARINA, NO.11, HEUNG YIP ROAD, SOUTHERN, HONG KONG",揚海分業主委員會,LA MARINA SUB-OWNER COMMITTEE
九龍九龍城區沐泰街8號 號HENLEY PARK低座A座,"MANSION A, HENLEY PARK, MUK TAI STREET , KOWLOON CITY, KOWLOON",HENLEY PARK業主委員會,THE OWNERS' COMMITTEE OF HENLEY PARK
