estate_name,district_name,region_name,lat,lng,sold_under,year_of_completion,year_of_completion_raw,type_of_block,no_of_blocks,no_of_flats,name_of_block,gross_floor_area_of_flt,saleable_area_of_flats,initial_sale_price,owners_corporation,reg_management_office,property_management,carpark_management,court_website,further_information
Kai Chuen Court,Wong Tai Sin,Kowloon,22.33945,114.20081,Green Form Subsidised Home Ownership Scheme 2020/2021,2024,2024,Non-standard,3,2112,Kai Chi House Kai Tao House Kai Wu House,,17.1 - 44.7,1179300 - 3850200,Not Yet Formed,Tsz Wan Shan District Tenancy Management Office Units 211-224 Ban Fung House Fung Tak Estate Kowloon. Telephone: 2324 0096 Fax: 2752 8665,Pioneer Management Limited Kai Chuen Court Management Office G/F Kai Wu House Kai Chuen Court 235 Choi Hung Road Wong Tai Sin Tel.: 3543 5606 Fax: 3543 5639 E-mail: info.kcc@pioneermgt.com.hk,Pacific Extend Properties Management Limited Kai Chuen Shopping Centre Management Office 3/F Kai Wang House Kai Chuen Court 235 Choi Hung Road Wong Tai Sin Telephone: 3526 8900 Fax: 3526 8903 Email: kcscmo@shuion.com.hk,,
Hoi Lok Court,Sham Shui Po,Kowloon,22.32806,114.1494,Sale of Home Ownership Scheme Flats 2018,2018,2018,Non Standard Block,5,2522,Hoi Pik House Hoi Sha House Hoi Ting House Hoi Yuk House Hoi Tung House,,35.6 - 58.6,2918100 - 6299100,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office (2) G/F. Lai Mei House Lai Kok Estate Sham Shui Po Kowloon. Telephone：2361 0070 Fax：2148 2463,Wellpoint Property Management Services Limited G/F Hoi Pik House Hoi Lok Court 3 Lai Ying Street Cheung Sha Wan Kowloon Telephone：2186 2400 Fax：2186 2488,Yue Xiu APT Parking Limited Unit 2102 21/F SUP Tower 75-83 King’s Road North Point Hong Kong Tel: 3598 9294 Fax: 2523 7892,,Barrier-Free Access (BFA) Facilities
Yu Nga Court,Islands,New Territories,22.29583,113.94761,Sale of Home Ownership Scheme Flats 2022,2022,2022,Non Standard Block,6,3300,Nga Tak House Nga Cheong House Nga Wing House Nga Shing House Nga Foon House Nga Wang House,,25.3 - 51.6,1296300 - 3545500,Not Yet Formed,Hong Kong District Tenancy Management Office 1/F Ying Yuet House Ying Tung Estate Tung Chung Lantau Island Hong Kong Tel：3140 6338 Fax：3140 6220,Chevalier Property Management Ltd. G/F Nga Wang House Yu Nga Court Tung Chung Lantau Island Hong Kong Tel：2631 0028 Fax：2631 0020,Yue Xiu Apt Parking Limited Tel：2246 5378 Fax : -,,
Ching Fu Court,Kwai Tsing,New Territories,22.34224,114.10763,Sale of Green Form Subsidised Home Ownership Scheme Flats 2019,2023,2023,Non Standard Block,2,2868,Ching Ying House Ching Lung House,,17.4 - 43.8,817700 - 2726100,Not Yet Formed,Wong Tai Sin Tsing Yi & Tsuen Wan 10 District Tenancy Management Office Unit 105-109 Chun Fat House Cheung Fat Estate Tsing Yi New Territories Tel: 2109 0277 Fax: 2109 0276,Kong Shum Union Property Management Company Ltd. G/F Ching Ying House Ching Fu Court Tsing Yi New Territories Tel: 2129 0577 Fax: 2129 0670,,,
Kai Yan Court,Kowloon City,Kowloon,22.32736,114.1948,Sale of Home Ownership Scheme Flats 2022,2024,2024,Non-Standard,2,1840,Kai Yun House Kai Tim House,,17.3 - 41.6,1243800 - 4785400,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office (5) G/F. Carport Building Tak Long Estate Kowloon City Kowloon. Telephone：2383 0422 Fax：2383 0945,Modern Living Property Management Limited G/F Kai Yun House Kai Yan Court 6 Muk Lai Street Kln Tel: 3152 2323 Fax: 3740 3429,China Overseas Property Services Limited 19/F. 139 Hennessy Road Wanchai H.K. Tel: 2823 7088 Fax: 3102 0683,,
Chiu Ming Court,Sai Kung,New Territories,22.31368,114.26786,Sale of Home Ownership Scheme Flats 2022,2024,2024,Non-Standard,1,594,Chiu Ming Court,,26.3 - 42.8,1690000 - 3351500,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office (10) G/F Kin Hei House Kin Ming Estate Tseung Kwan O N.T. Telephone : 2706 8201 Fax : 2701 0570,Kai Fu Property Services Company Limited G/F Chiu Ming Court Tseung Kwan O Telephone : 2875 0877 / 2116 3704 Fax: 2875 0900,Good Yield Property Management Limited G/F Ming Toa House Ming Tak Estate Tseung Kwan O Telephone : 2623 6553 Fax: 2623 6557,,
On Pak Court,Sai Kung,New Territories,22.32525,114.23533,Sale of Home Ownership Scheme Flats 2024,2025,2025,Non-Standard,1,420,On Pak Court,,27 - 46.3,1774500 - 3728700,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office(9) G/F Po Chi House Po Lam Estate Tseung Kwan O Telephone : 2701 3320 Fax : 2703 6344,Modern Living Property Management Limited 1 On Hei Street G/F On Pak Court Sai Kung N.T. Tel: 3705 0292 Fax: 3104 0393,Yue Xiu Apt Parking Limited 1 On Hei Street G/F On Pak Court Sai Kung N.T,,
Kei Wah Court,Eastern,Hong Kong Island,22.292788,114.202736,Sale of Home Ownership Scheme Flats 2022,2024,2024,Non Standard Block,1,248,,,26 - 42.5,2483100 - 5309500,Not Yet Formed,Model Housing Estate Office G/F. Block C Model Housing Estate 770 King's Road North Point Hong Kong . Tel : 2562 4255 Fax : 2562 9409,Modern Living Property Management Limited Kei Wah Court Management Office P1/F Kei Wah Court 9 Tin Chiu Street North Point Hong Kong Telephone：3691 8081 Fax：3740 3233,Yue Xiu APT Parking Limited 27/F. Seabright Plaza 9-23 Shell Street North Point Hong Kong Telephone: 2512 9611 Fax: 2512 9617 Website: http://yuexiuaptparking.com.hk/,,
Yu Tak Court,Sha Tin,New Territories,22.38892,114.20576,Sale of Home Ownership Scheme Flats 2022,2023,2023,Non-standard Blocks,1,543,,,26.1 - 43,1740000 - 3365400,Not Yet Formed,Tai Po North & Shatin District Tenancy Management Office (11) G/F Skylark House Sha Kok Estate Shatin Tel: 2697 7208 Fax: 2797 0908,Kai Fu Property Services Company Limited Yu Tak Court Management Office G/F Yu Tak Court 29 On Muk Street Shatin N.T. Tel：2382 1123 Fax：2382 2100,Yue Xiu Apt Parking Limited Tel: 2573 0742/5117 0241 Fax: -,,
Dip Tsui Court,Eastern,Hong Kong Island,22.26531,114.24396,Sale of Green Form Subsidised Home Ownership Scheme Flats 2019,2022,2022,Non-standard block,1,828,Dip Tsui Court,,17.4 - 29.7,976700 - 2072000,Not Yet Formed,Yue Wan Estate Office No.19-28 G/F. Yue Shun House Yue Wan Estate Hong Kong Tel : 2557 3281 Fax : 2557 1353,Chevalier Property Management Limited Platform Dip Tsui Court Chai Wan Hong Kong Telephone：2177 2008 Fax：2177 2100,Pioneer Management Limited G/F Wan Poon House Chai Wan Estate Chai Wan Hong Kong Telephone：2234 7931 Fax：2673 6353,,
On Ying Court,Sai Kung,New Territories,22.32532,114.23304,Sale of Home Ownership Scheme Flats 2023,2025,2025,Non-Standard,2,1140,On Hung House On Mun House,,26.2 - 44.4,1707000 - 3941100,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office(9) G/F Po Chi House Po Lam Estate Tseung Kwan O Telephone : 2701 3320 Fax : 2703 6344,Kong Shum Smart Management Services Limited On Ying Court Management Office G/F. On Mun House (Block B) 15 On Hei Street Sai Kung New Territories Tel: 2126 7378 Fax: 2126 7500,Modern Living Property Management Limited On Ying Shopping Centre Management Office LG1/F On Ying Shopping Centre On Ying Court 15 On Hei Street Sai Kung N.T. Tel: 3753 5073,,
Kai Yuet Court,Kowloon City,Kowloon,22.32524,114.19251,Sale of Home Ownership Scheme Flats 2023,2025,2025,Non-Standard,2,2046,Kai Fung House Kai Wah House,,25.8 - 44.1,2230100 - 4944600,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office (5) G/F. Carport Building Tak Long Estate Kowloon City Kowloon. Telephone：2383 0422 Fax：2383 0945,Kai Fu Property Services Company Limited G/F Kai Fung House Kai Yuet Court 2 Muk Wo Street Kai Tak Kowloon Tel: 3905 4582 Fax: 3547 0538,China Overseas Property Services Limited G/F Kai Yuet Court Retail Block Kai Yuet Court 2 Muk Wo Street Kai Tak Kowloon Tel: 3590 2128,,
Ching Tao Court,North,New Territories,22.49529,114.12873,Sale of Green Form Subsidised Home Ownership Scheme Flats 2022,2024,2024,Non Standard Block,1,776,Ching Tao Court,,25.7 - 41.5,1173500 - 2287600,Not Yet Formed,Tai Po North & Shatin District Tenancy Management Office (5) No 107 G/F Tin Yee House Tin Ping Estate Sheung Shui N.T. Telephone: 2677 2002 Fax: 2677 9009,Chevalier Property Management Limited Ching Tao Court Management Office 3/F Ching Tao Court 1 Ching Hiu Road Fanling N.T. Telephone: 2666 7125 Fax: 2666 7948 WEBSITE: http://www.chevalierpropmgt.com.hk,Yue Xiu APT Parking Ltd 27/F Seabright Plaza 9-23 Shell St North Point Telephone: 2512 9611 Fax: 2512 9617 E-mail: infoapt@yuexiuproperty.com,,
Ko Wang Court,Kwun Tong,Kowloon,22.29394,114.23923,Sale of Green Form Subsidised Home Ownership Scheme Flats 2022,2025,2025,NCB,2,2021,Ko Lai House Ko Yin House,17.2 - 45.4,17.2 - 45.4,1755000 - 6098100,Not Yet Formed,Housing Department Lei Yue Mun Estate Office G/F Lei Ye House Lei Yue Mun Esate Kowloon Telephone: 2246 5500 Fax: 2246 5510,Kai Fu Property Services Company Limited G/F Ko Yin House (Block B) Ko Wang Court 131 Yan Wing Street Yau Tong Kowloon Telephone: 3520 3041 Fax: 3542 5654 Email: info.kow@kaifupsc.com.hk,Amano Parking Service Limited Rm. E 6/F Selwyn Factory Building 404 Kwun Tong Road Kwun Tong Kowloon Telephone: 2117 7076 Fax: 2555 7911 Email: info@amano.com.hk,,
Kam Chun Court,Sha Tin,New Territories,22.41114,114.22495,Sale of Home Ownership Scheme Flats 2020,2023,2023,Non-standard Blocks,5,2079,Chun Chi House Chun Tan House Chun Biu House Chun Kui House Chun Kei House,,28.9 - 45.9,1893000 - 3870400,Not Yet Formed,Tai Po North & Shatin District Tenancy Management Office (12) Unit 221 - 240 2/F Shek Yuk House Chun Shek Estate Shatin N.T. Telephone : 2694 4408 Fax : 2647 1930,Modern Living Property Management Limited Kam Chun Court Management Office G/F Block C 150 Ma On Shan Road Ma On Shan N.T,Yue Xiu Apt Parking Ltd. Car Park Office G/F Yan On Shopping Centre (Phase 2) Ma On Shan Telephone : 2508 6288 Fax : 2344 9964,,
Siu Tsui Court,Tuen Mun,New Territories,22.3825,113.9705,Sale of Home Ownership Scheme Flats 2023,2025,2025,Non Standard Block,2,518,Siu Ying House Siu Ching House,,26.1 - 48.1,1794700 - 3715000,Not Yet Formed,Tuen Mun North District Tenancy Management Office 5/F. Ancillary Facilities Block Fu Tai Estate Tuen Mun Telephone: 2644 0201 Fax: 2465 0561,Modern Living Property Management Limited 4/F Siu Ching House Siu Tsui Court 26 Hang Fu Street Tuen Mun N.T. Tel: 3753 4427 Fax: 3614 5435,China Overseas Property Services Limited 2/F Siu Ching House Siu Tsui Court 26 Hang Fu Street Tuen Mun N.T. Tel: 2370 0298 Fax: -,,
Kwun Shan Court,Kowloon City,Kowloon,22.31378,114.18682,Sale of Home Ownership Scheme Flats 2022,2024,2024,Non-Standard,1,495,Kwun Shan Court,,26.1 - 41.5,1882600 - 3635700,Not Yet Formed,Kowloon West and Sai Kung 1 District Tenancy Management Office 407-415 Kar Man House Oi Man Estate Homantin Kowloon. Telephone: 2713 0121 Fax: 2768 7653,Modern Living Property Management Limited Podium Level 2 Kwun Shan Court 60 Ko Shan Road To Kwa Wan Kowloon Tel: 3169 0981 Fax:3740 3365,Yue Xiu Apt Parking Limited Ground Floor Kwun Shan Court 60 Ko Shan Road To Kwa Wan Kowloon Tel: 2365 2378 Fax: 2385 4600,,
On Wah Court,Sai Kung,New Territories,22.32632,114.2349,Sale of Home Ownership Scheme Flats 2023,2025,2025,Non-Standard,2,990,On Yin House On Tak House,,27.5 - 46,1807100 - 3766700,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office(9) G/F Po Chi House Po Lam Estate Tseung Kwan O Telephone : 2701 3320 Fax : 2703 6344,Kong Shum Smart Management Services Limited G/F On Tak House On Wah Court 2 On Hei Street Sai Kung Tel: 2639 7011 Fax: 2639 7818,Yue Xiu APT Parking Limited 27/F. Seabright Plaza 9-23 Shell Street North Point Hong Kong Tel: 2512 9611 Fax: 2512 9617,,
On Lai Court,Sai Kung,New Territories,22.32315,114.23594,Sale of Home Ownership Scheme Flats 2023,2025,2025,Non-Standard,3,1380,On Shing House On Yuk House On Man House,,25.8 - 46.2,1693900 - 3764400,Not Yet Formed,Kowloon West & Sai Kung District Tenancy Management Office(9) G/F Po Chi House Po Lam Estate Tseung Kwan O Telephone : 2701 3320 Fax : 2703 6344,Kai Fu Property Services Company Limited G/F On Sing House On Lai Court 15 On Yu Road Sai Kung N.T. Tel: 2185 7566 Fax: 2185 7577,Yue Xiu Apt Parking Limited Carpark LG/F On Lai Court 15 On Yu Road Sai Kung N.T.,,
King Tsui Court,Eastern,Hong Kong Island,22.26017,114.23058,12A,1991,1991,Trident 4,1,608,King Tsui Court,46 - 74,34 - 55,316500 - 635600,Formed,Hing Wah (II) Estate Office Room 701-710 On Hing House Hing Wah (II) Estate Chai Wan Hong Kong. Tel : 2557 0115 Fax : 2515 1975,Appointed by Owners' Corporation,,,
Kai Tsui Court,Eastern,Hong Kong Island,22.26151,114.25127,14B,1993,1993,Harmony,2,1216,Hin Tsui House Yiu Tsui House,55 - 82,40 - 60,597000 - 1037500,Formed,Wan Tsui Estate Office G/F Wai Tsui House Wan Tsui Estate 3 Tsui King Street Chai Wan Hong Kong. Tel : 2558 0180 Fax : 2505 2147,Appointed by Owners' Corporation,,,
Tung Chun Court,Eastern,Hong Kong Island,22.27715,114.2228,15B,1994,1994,Harmony,2,1216,Kam Chun House Ngan Chun House,55 - 82,40 - 60,741800 - 1352900,Formed,Yiu Tung Estate Office Unit 8 G/F. Yiu Fung House Yiu Tung Estate Shau Kei Wan Hong Kong Tel : 2539 8336 Fax : 2539 0040,Appointed by Owners' Corporation,,,
Tung Yuk Court,Eastern,Hong Kong Island,22.28228,114.22666,21A 21B,2001,2001,Concord,5,1600,Tung King House Tung Chi House Tung Hiu House Tung Lai House Tung Ning House,76 - 77,60 - 60,1389900 - 2016500,Formed,Hong Kong District Tenancy Management Office Oi Tung Sub Office 6/F. Oi Sin House Oi Tung Estate Shaukeiwan Hong Kong Tel : 3160 4291 Fax : 3160 4290,Appointed by Owners' Corporation,,,
